Date,Open,High,Low,Close,Adj Close,Volume
1998-09-29,63.934032,64.113289,62.141491,62.828632,34.048275,7415931
1998-09-30,62.500000,62.858509,61.006214,61.424473,33.287357,8681172
1998-10-01,59.781311,60.438576,58.974667,59.930687,32.477833,13114120
1998-10-02,59.333176,59.870937,56.853489,59.661808,32.332119,15277039
1998-10-05,59.153919,59.153919,56.076721,57.480881,31.150217,14060332
1998-10-06,59.273422,59.273422,56.763863,57.002869,30.891182,15028300
1998-10-07,57.122372,58.735661,56.465103,57.719887,31.279736,13770381
1998-10-08,57.719887,59.034416,55.837715,59.034416,31.992126,19154980
1998-10-09,59.482552,61.155594,58.556404,60.856834,32.979740,12220627
1998-10-12,62.201244,63.515774,61.932362,62.559750,33.902588,11302030
1998-10-13,62.380497,62.380497,60.498325,61.275097,33.206402,9825706
1998-10-14,61.065968,63.097515,60.797085,62.380497,33.805431,10033023
1998-10-15,62.141491,66.324089,62.021988,65.248566,35.359722,13666408
1998-10-16,65.487572,65.726578,64.441925,64.979683,35.214008,10813757
1998-10-19,64.531548,66.831978,64.531548,66.622849,36.104469,9214632
1998-10-20,67.220360,68.086761,65.248566,65.905830,35.715919,11848042
1998-10-21,66.981361,68.684273,66.443596,68.206261,36.962585,17798527
1998-10-22,66.921608,68.594643,66.742355,67.788002,36.735897,9932607
1998-10-23,67.638626,68.564774,67.489243,67.668503,36.671120,6580386
1998-10-26,67.548996,69.042786,66.951485,68.385513,37.059685,7692912
1998-10-27,69.311661,70.178062,68.385513,69.012909,37.399689,11942391
1998-10-28,69.132408,70.207932,68.744026,69.879303,37.869213,7604211
1998-10-29,70.745697,71.462715,70.267685,71.104210,38.533024,10623176
1998-10-30,71.462715,71.612091,70.506691,70.984703,38.468262,8207125
1998-11-02,70.954826,71.552345,70.417068,70.924950,38.435871,7285808
1998-11-03,70.984703,71.671844,70.357315,70.446938,38.176846,7230998
1998-11-04,71.163956,71.582214,69.670174,70.685944,38.306347,8569460
1998-11-05,70.596321,71.492592,70.178062,71.223709,38.597782,6888956
1998-11-06,71.163956,72.149857,70.506691,71.671844,38.898075,7466348
1998-11-09,72.060226,72.747368,71.671844,72.358986,39.271000,7925960
1998-11-10,72.119980,74.928299,72.030357,74.569794,40.470852,9145178
1998-11-11,75.047798,75.944077,74.808792,75.107552,40.762726,10688237
1998-11-12,74.898422,76.422081,74.868546,75.466064,40.957268,9066519
1998-11-13,75.047798,75.286804,74.450287,75.256927,40.843781,6270979
1998-11-16,75.824570,76.332458,75.555687,76.183075,41.346420,7156732
1998-11-17,76.183075,77.139099,75.525810,75.525810,40.989719,9135136
1998-11-18,75.555687,76.302582,75.346558,76.003822,41.249146,6114498
1998-11-19,76.242828,76.422081,75.585564,75.794693,41.135643,6619925
1998-11-20,75.944077,76.541588,75.764816,76.541588,41.540989,6681639
1998-11-23,76.959846,79.827919,76.750717,79.618790,43.211094,8110684
1998-11-24,79.110901,79.917542,78.871895,78.991394,42.870564,6947323
1998-11-25,78.931641,79.798042,78.573135,79.708412,43.259724,4118520
1998-11-27,79.648659,81.351578,79.648659,81.261948,44.102856,2797004
1998-11-30,81.142448,81.530830,78.812141,78.931641,42.838120,5787936
1998-12-01,78.154877,81.261948,78.154877,81.202202,44.070457,7611324
1998-12-02,80.754066,80.903442,78.752388,80.037048,43.438080,6436666
1998-12-03,80.425430,80.963196,77.915871,78.154877,42.416580,6756532
1998-12-04,78.692642,79.051147,77.557358,78.513382,42.611153,7113009
1998-12-07,78.603012,80.395554,78.513382,79.917542,43.373215,5547775
1998-12-08,80.395554,81.202202,78.901772,80.395554,43.632652,7770943
1998-12-09,80.335800,81.232079,80.007172,80.993073,43.956917,4895908
1998-12-10,80.933319,81.261948,78.274376,78.871895,42.805733,7713832
1998-12-11,78.393883,80.515060,78.035370,80.305923,43.583996,7305473
1998-12-14,79.588913,79.827919,77.796364,77.856117,42.254433,7894580
1998-12-15,78.154877,79.260277,77.676865,78.871895,42.805733,8129094
1998-12-16,79.768166,79.768166,78.543259,78.573135,42.643562,5912829
1998-12-17,79.081024,81.082695,78.901772,79.379784,43.081341,9166307
1998-12-18,79.648659,82.307602,79.648659,82.008842,44.508224,10268373
1998-12-21,82.008842,85.534180,82.008842,84.309273,45.756729,7822616
1998-12-22,84.847038,87.476097,83.771507,87.117592,47.280869,9105012
1998-12-23,87.326721,88.611374,86.579826,88.432121,47.994278,7395220
1998-12-24,88.312622,89.836281,87.983986,89.836281,48.756355,3190091
1998-12-28,89.149139,90.792305,88.910133,90.463669,49.096848,5511583
1998-12-29,90.164917,90.314293,89.388145,89.447899,48.545567,3935261
1998-12-30,89.328392,90.164917,89.059509,89.268639,48.448277,5034607
1998-12-31,89.268639,89.477776,87.715103,88.133362,47.832146,4042581
1999-01-04,88.432121,89.149139,86.759079,87.476097,47.475430,8524482
1999-01-05,87.476097,90.762428,87.386475,90.642921,49.194153,10363350
1999-01-06,90.971558,92.136711,90.105164,90.224663,48.967136,9978422
1999-01-07,89.836281,91.957458,89.388145,90.911804,49.340069,8688913
1999-01-08,91.300194,91.778206,88.730881,89.657028,48.659088,9598933
1999-01-11,90.344170,90.553299,89.388145,90.463669,49.096848,7595634
1999-01-12,90.822182,90.822182,87.954109,88.461998,48.010513,7074726
1999-01-13,87.476097,89.597275,85.803062,88.671127,48.124016,10361048
1999-01-14,87.774857,88.402245,85.504303,86.340820,46.859287,9414000
1999-01-15,87.117592,88.671127,86.639580,88.402245,47.978081,7101922
1999-01-19,89.746651,92.017204,88.671127,91.897705,49.875145,8784936
1999-01-20,93.212234,95.243790,92.076958,92.973228,50.458866,13215792
1999-01-21,94.467018,94.765778,91.808075,94.168259,51.107418,21343212
1999-01-22,87.954109,88.671127,84.906792,85.922562,46.632298,39836910
1999-01-25,87.117592,87.296844,82.934990,86.998085,47.216015,24450668
1999-01-26,87.834610,89.149139,86.938339,88.730881,48.156433,19975462
1999-01-27,89.298515,89.298515,84.996414,85.235420,46.259380,18653527
1999-01-28,85.803062,86.669456,84.876915,85.414673,46.356678,12490495
1999-01-29,85.414673,87.924232,85.325050,87.595604,47.540287,10581127
1999-02-01,88.193115,88.193115,85.803062,85.922562,46.632298,7747931
1999-02-02,85.832932,86.370697,83.652008,84.488525,45.854000,12266651
1999-02-03,84.070267,84.608032,82.725861,83.771507,45.464851,11711644
1999-02-04,83.741638,84.369026,80.903442,81.052818,43.989361,12149499
1999-02-05,81.471077,81.739960,78.662766,79.349907,43.065155,17737650
1999-02-08,79.827919,80.724190,77.975624,79.827919,43.382072,12537984
1999-02-09,79.827919,81.022942,77.318359,77.796364,42.278030,11308515
1999-02-10,77.676865,80.724190,77.676865,80.724190,43.869144,11352656
1999-02-11,81.381454,85.474426,80.365677,85.325050,46.369457,13142781
1999-02-12,84.249519,84.249519,81.829590,82.576485,44.875767,12202845
1999-02-16,83.652008,85.205544,82.188095,82.456978,44.810822,9434711
1999-02-17,81.500954,83.323372,80.694313,81.500954,44.291256,9389942
1999-02-18,82.217972,83.413002,81.351578,83.293503,45.265438,9087439
1999-02-19,83.353249,83.532501,81.739960,82.038719,44.583500,7733287
1999-02-22,82.337479,85.056168,81.769836,85.056168,46.223328,9623409
1999-02-23,85.086044,86.042068,84.010513,84.578156,45.963562,9528223
1999-02-24,84.727531,85.892685,82.755737,83.054497,45.135544,9034720
1999-02-25,82.217972,83.144119,80.933319,82.994743,45.103058,10951202
1999-02-26,81.739960,82.158218,79.588913,81.142448,44.096451,15478708
1999-03-01,81.022942,81.022942,78.931641,80.485184,43.739258,10031977
1999-03-02,81.500954,81.710083,79.768166,80.186424,43.576900,9145806
1999-03-03,80.544930,80.754066,78.901772,79.708412,43.317127,8099178
1999-03-04,82.934990,84.608032,81.321701,81.739960,44.421143,22490046
1999-03-05,83.114243,85.534180,83.054497,85.265297,46.336983,12140085
1999-03-08,85.384796,86.042068,84.637909,85.504303,46.466873,7907551
1999-03-09,85.982315,88.372368,85.354927,87.087715,47.327381,10479874
1999-03-10,86.818832,87.416351,86.161568,86.759079,47.148766,7332251
1999-03-11,87.177345,88.880257,86.759079,87.416351,47.505970,8986395
1999-03-12,87.326721,87.685226,85.086044,85.086044,46.239567,10128627
1999-03-15,85.653679,87.147469,84.667786,86.998085,47.278664,8266329
1999-03-16,86.998085,87.715103,86.131691,86.520073,47.018875,6909876
1999-03-17,85.803062,86.042068,85.086044,85.115921,46.255791,7233508
1999-03-18,84.847038,84.966537,82.666107,84.906792,46.142159,15172230
1999-03-19,84.428780,85.086044,80.305923,80.574806,43.787968,20393653
1999-03-22,80.634560,81.500954,79.648659,79.827919,43.382072,12443844
1999-03-23,79.827919,80.126671,78.393883,79.051147,42.959930,10475690
1999-03-24,80.305923,81.500954,79.588913,81.022942,44.031490,12364766
1999-03-25,82.217972,82.815491,81.022942,81.889343,44.502346,10280925
1999-03-26,81.769836,84.070267,81.530830,82.397224,44.778351,8646654
1999-03-29,83.652008,85.444550,83.353249,85.026291,46.207108,8470717
1999-03-30,84.608032,86.639580,84.548279,85.354927,46.385696,7810273
1999-03-31,86.042068,86.759079,84.369026,84.727531,46.044724,6103619
1999-04-01,84.757408,84.936661,83.502632,84.608032,45.979794,5555097
1999-04-05,85.564056,87.924232,85.354927,87.924232,47.781948,9663366
1999-04-06,87.535851,89.268639,87.087715,87.476097,47.538437,9144969
