Date,Open,High,Low,Close,Adj Close,Volume
1997-09-22,48.757172,50.250957,48.757172,49.653442,26.706272,14516806
1997-09-23,49.743069,50.191204,49.115681,49.354687,26.545588,8669666
1997-09-24,49.653442,49.922321,48.488289,48.548038,26.111723,6402984
1997-09-25,48.607792,49.235184,48.368786,48.577915,26.127787,5150504
1997-09-26,49.145554,49.324810,48.727295,49.055927,26.384907,4452613
1997-09-29,48.936424,50.250957,48.757172,50.191204,26.995499,6222863
1997-09-30,50.071701,51.356358,49.533939,50.669216,27.252613,13046130
1997-10-01,50.728966,50.878345,49.324810,49.474186,26.609867,7917383
1997-10-02,49.623566,49.982075,49.235184,49.982075,26.883011,4691728
1997-10-03,51.087475,51.266731,49.474186,49.862572,26.818750,8570506
1997-10-06,50.221081,50.310707,49.892448,50.101578,26.947309,5126237
1997-10-07,50.908222,51.206978,50.639339,51.057598,27.461494,8412978
1997-10-08,51.057598,51.087475,49.952198,50.310707,27.059772,8571970
1997-10-09,49.862572,50.579590,49.802818,50.011951,26.899088,4732104
1997-10-10,49.892448,50.370461,49.772945,50.161327,26.979435,3438202
1997-10-13,50.430210,50.430210,49.743069,49.952198,26.866941,2033633
1997-10-14,49.743069,49.772945,48.787045,49.384560,26.561647,5508864
1997-10-15,48.816921,49.175430,48.458412,48.607792,26.143862,5751326
1997-10-16,48.936424,49.085804,47.382889,47.741398,25.677876,7055479
1997-10-17,46.904877,47.263386,45.530594,45.620220,24.536989,15117210
1997-10-20,45.799473,46.725620,45.172085,46.606117,25.067253,11985696
1997-10-21,48.577915,50.370461,48.279160,50.280830,27.043711,18289519
1997-10-22,50.310707,50.639339,49.832695,50.250957,27.027651,9077397
1997-10-23,48.757172,49.653442,47.831024,47.980404,25.806431,14495259
1997-10-24,48.876675,49.145554,46.307362,46.845123,25.195799,19301001
1997-10-27,46.486614,47.143883,42.961281,43.021034,23.139015,14937298
1997-10-28,42.543022,47.771271,42.363766,47.502392,25.549314,26272591
1997-10-29,47.801147,48.876675,46.785374,46.964626,25.260084,17957310
1997-10-30,46.128105,47.502392,45.679970,45.799473,24.633400,13368717
1997-10-31,47.024380,47.412762,46.157982,47.084129,25.324356,8273023
1997-11-03,47.382889,48.846798,47.382889,48.577915,26.127787,9067983
1997-11-04,48.338909,49.115681,48.249283,48.727295,26.208130,7307774
1997-11-05,48.996178,49.683315,48.548038,49.115681,26.417036,6807368
1997-11-06,49.055927,49.324810,48.309032,48.309032,26.033836,6435201
1997-11-07,47.323135,48.010277,46.964626,47.562141,25.631351,9470693
1997-11-10,48.159657,48.189533,46.665871,46.695747,25.164446,7866129
1997-11-11,46.904877,47.801147,46.815250,47.323135,25.502539,5886888
1997-11-12,47.024380,47.562141,46.128105,46.187859,24.890736,8600421
1997-11-13,46.606117,47.502392,45.530594,47.382889,25.534750,10815849
1997-11-14,47.771271,48.787045,47.382889,48.518166,26.146553,10082185
1997-11-17,49.235184,50.131454,49.175430,49.474186,26.661758,9403540
1997-11-18,49.563816,49.892448,48.757172,48.816921,26.307539,6661765
1997-11-19,48.757172,49.683315,48.637669,49.265057,26.549049,7687054
1997-11-20,49.743069,50.191204,49.354687,50.071701,26.983744,7016777
1997-11-21,50.310707,50.848469,50.191204,50.460087,27.193047,9933234
1997-11-24,50.161327,50.549713,49.235184,49.294933,26.565163,7115310
1997-11-25,49.772945,51.386234,49.653442,51.326481,27.659950,10697024
1997-11-26,51.386234,52.521511,51.326481,52.461758,28.271757,10296615
1997-11-28,52.163002,52.551388,52.163002,52.342255,28.207352,3101808
1997-12-01,52.581261,54.164677,52.521511,53.806168,28.996256,12164352
1997-12-02,53.597034,53.626911,52.850143,52.939770,28.529356,7380576
1997-12-03,52.820267,53.358032,52.103249,52.760517,28.432753,10271302
1997-12-04,52.880020,53.208652,52.043499,52.222752,28.142962,7512581
1997-12-05,52.342255,53.955544,52.103249,53.656788,28.915764,7249826
1997-12-08,53.955544,54.254303,53.417782,53.955544,29.076773,6458422
1997-12-09,53.298279,53.656788,52.581261,52.760517,28.432753,7585592
1997-12-10,52.312382,52.402008,50.400333,50.908222,27.434553,12008498
1997-12-11,49.235184,49.683315,48.458412,48.577915,26.178743,15480382
1997-12-12,49.235184,49.444313,46.068356,47.980404,25.856760,16917376
1997-12-15,48.518166,48.727295,46.367111,48.219406,25.985550,12231715
1997-12-16,48.338909,50.310707,48.338909,49.593689,26.726154,9597678
1997-12-17,50.191204,50.430210,48.697418,48.757172,26.275343,9225302
1997-12-18,48.846798,49.205307,47.323135,47.801147,25.760139,10811038
1997-12-19,47.442638,49.205307,46.367111,48.816921,26.307539,14260536
1997-12-22,50.071701,50.071701,48.219406,49.026051,26.420256,8102107
1997-12-23,48.966301,49.772945,47.143883,47.143883,25.405952,6170563
1997-12-24,47.860901,48.189533,47.323135,47.382889,25.534750,4309520
1997-12-26,47.502392,48.637669,47.442638,48.607792,26.194843,2236557
1997-12-29,49.175430,49.563816,49.115681,49.115681,26.468554,4826872
1997-12-30,49.563816,50.430210,49.205307,49.294933,26.565163,7443336
1997-12-31,49.713192,50.280830,49.324810,50.011951,26.951544,5724758
1998-01-02,49.952198,50.549713,49.743069,50.489964,27.209150,5512420
1998-01-05,50.460087,51.057598,50.191204,50.878345,27.418451,10495564
1998-01-06,50.370461,51.236855,50.221081,50.310707,27.112547,7438315
1998-01-07,50.191204,50.191204,49.055927,49.832695,26.854942,9012754
1998-01-08,49.474186,50.430210,49.205307,49.802818,26.838856,8492265
1998-01-09,49.862572,50.131454,47.502392,47.831024,25.776249,15026418
1998-01-12,46.964626,48.338909,46.606117,47.860901,25.792347,13411184
1998-01-13,48.070030,48.966301,47.950527,48.816921,26.307539,7143134
1998-01-14,49.474186,49.713192,48.398663,49.055927,26.436367,8944137
1998-01-15,49.324810,50.161327,48.936424,49.444313,26.645655,13224996
1998-01-16,50.131454,50.280830,49.952198,50.191204,27.048145,8763597
1998-01-20,50.280830,51.804493,50.041824,51.804493,27.917562,10398495
1998-01-21,47.920650,48.757172,47.621895,47.860901,25.792347,29095118
1998-01-22,47.711521,48.099903,47.084129,47.502392,25.599144,13772682
1998-01-23,47.711521,47.801147,47.293259,47.412762,25.550840,8182858
1998-01-26,47.442638,47.771271,46.845123,46.904877,25.277142,5874127
1998-01-27,46.247608,46.785374,45.709846,46.128105,24.858541,14685212
1998-01-28,46.426865,46.845123,46.128105,46.367111,24.987331,10862501
1998-01-29,46.367111,47.472515,46.367111,46.934750,25.293238,9233251
1998-01-30,46.994503,47.592018,46.845123,47.203632,25.438145,6067009
1998-02-02,47.801147,48.398663,47.801147,48.070030,25.905050,7191668
1998-02-03,47.860901,47.920650,47.173756,47.502392,25.599144,7501075
1998-02-04,47.382889,47.711521,46.875000,46.994503,25.325430,8962756
1998-02-05,47.382889,47.592018,47.024380,47.592018,25.647453,7900856
1998-02-06,47.382889,47.621895,46.725620,46.845123,25.295757,8540590
1998-02-09,46.904877,47.621895,46.845123,46.845123,25.295757,7214053
1998-02-10,46.875000,48.966301,46.606117,48.219406,26.037853,17079716
1998-02-11,48.577915,49.354687,48.518166,49.085804,26.505699,8802090
1998-02-12,48.697418,49.354687,48.548038,49.175430,26.554098,7587266
1998-02-13,49.085804,49.533939,48.936424,48.936424,26.425026,4694657
1998-02-17,49.265057,49.563816,48.518166,48.757172,26.328238,8016126
1998-02-18,48.757172,49.533939,48.428535,49.115681,26.521839,6803812
1998-02-19,49.235184,50.011951,49.115681,49.115681,26.521839,8946856
1998-02-20,49.235184,49.444313,48.548038,49.055927,26.489574,7846674
1998-02-23,49.444313,49.683315,49.145554,49.175430,26.554098,5493592
1998-02-24,49.055927,49.175430,48.637669,48.996178,26.457285,5381461
1998-02-25,49.026051,50.310707,48.996178,50.310707,27.167130,8050225
1998-02-26,50.071701,50.609467,49.862572,50.430210,27.231657,6725362
1998-02-27,50.101578,50.489964,49.653442,49.922321,26.957409,6161358
1998-03-02,49.802818,49.982075,47.801147,48.727295,26.312099,7301498
1998-03-03,47.801147,48.996178,47.711521,48.816921,26.360502,8305658
1998-03-04,48.757172,49.384560,47.323135,47.323135,25.553877,6290644
1998-03-05,47.890774,47.980404,46.994503,47.293259,25.537745,11217304
1998-03-06,47.382889,47.711521,46.904877,46.904877,25.328018,10889069
1998-03-09,46.426865,46.964626,45.829350,45.948853,24.811785,13523106
1998-03-10,46.546368,46.934750,46.217735,46.606117,25.166693,8717573
1998-03-11,46.785374,47.741398,46.576244,47.382889,25.586140,7119913
1998-03-12,47.412762,48.099903,46.934750,47.920650,25.876532,6174956
1998-03-13,48.219406,48.338909,47.323135,47.621895,25.715210,6119728
1998-03-16,47.651768,48.458412,47.442638,48.398663,26.134647,7157150
1998-03-17,48.428535,48.667542,47.592018,48.219406,26.037853,7500029
1998-03-18,48.099903,48.906548,48.070030,48.548038,26.215313,7520112
1998-03-19,48.607792,49.235184,48.488289,49.175430,26.554098,5407820
1998-03-20,49.235184,49.354687,48.488289,48.787045,26.344374,8593518
1998-03-23,48.548038,49.414436,48.458412,48.458412,26.166904,6478506
1998-03-24,48.876675,49.563816,48.816921,49.474186,26.715424,5028540
1998-03-25,50.191204,50.997849,50.131454,50.669216,27.360727,14110958
1998-03-26,50.609467,50.967972,50.191204,50.221081,27.118719,5976216
1998-03-27,50.310707,50.430210,49.653442,49.892448,26.941278,5921824
1998-03-30,49.772945,50.131454,48.996178,49.354687,26.650894,4003460
1998-03-31,49.713192,50.161327,49.414436,49.653442,26.812212,5310542
1998-04-01,49.653442,50.131454,49.384560,49.922321,26.957409,5522462
1998-04-02,49.862572,50.997849,49.713192,50.579590,27.312313,7533920
1998-04-03,50.489964,50.848469,49.683315,50.041824,27.021933,6498170
1998-04-06,50.788719,50.908222,50.191204,50.669216,27.360727,7697096
1998-04-07,50.549713,50.579590,49.504063,50.041824,27.021933,5696934
1998-04-08,50.071701,50.489964,49.593689,49.952198,26.973524,5635011
1998-04-09,50.489964,50.908222,50.340584,50.848469,27.457502,6338760
1998-04-13,50.938099,51.535610,49.802818,49.802818,26.892885,8545820
1998-04-14,50.191204,50.788719,50.011951,50.788719,27.425247,4990466
1998-04-15,51.147228,52.491634,50.908222,52.461758,28.328667,9522993
1998-04-16,52.282505,52.581261,51.445984,51.535610,27.828558,7072215
1998-04-17,51.356358,51.595364,50.908222,51.505737,27.812416,6598168
1998-04-20,51.595364,53.178776,51.236855,53.148903,28.699711,10301636
1998-04-21,54.493309,56.644360,54.314053,56.405354,30.458162,25734947
1998-04-22,56.405354,57.361378,54.792065,54.851814,29.619267,13695906
1998-04-23,54.732315,56.226097,54.553059,56.166348,30.329107,9997250
1998-04-24,55.807838,56.375477,55.568832,56.106598,30.296829,8276370
1998-04-27,55.568832,55.748089,54.672562,55.120697,29.764444,8990370
1998-04-28,55.509083,56.644360,55.120697,55.299953,29.861248,10851413
1998-04-29,55.299953,55.867592,54.792065,55.240200,29.828987,7120959
1998-04-30,55.479206,56.136471,55.210323,55.389580,29.909645,7442290
1998-05-01,55.419456,56.106598,55.210323,55.867592,30.167776,5180838
1998-05-04,55.987095,56.823612,55.748089,55.748089,30.103241,5557398
1998-05-05,55.777966,56.524857,55.777966,56.315727,30.409769,5641287
1998-05-06,56.405354,56.853489,56.046844,56.046844,30.321196,6657790
1998-05-07,56.166348,56.285851,55.509083,55.987095,30.288862,5553005
1998-05-08,55.897469,57.361378,55.867592,57.361378,31.032349,8124073
1998-05-11,57.451004,58.675907,56.554733,57.032745,30.854565,9981769
1998-05-12,56.524857,57.361378,56.076721,57.182121,30.935379,7894790
1998-05-13,57.480881,58.436901,57.421127,58.257648,31.517216,8291224
1998-05-14,58.974667,61.812859,58.735661,60.139816,32.535465,22025831
1998-05-15,60.050190,61.065968,59.333176,59.721558,32.309200,11712899
1998-05-18,59.631931,60.109943,59.004539,59.572182,32.228382,7375346
1998-05-19,60.050190,60.707458,59.631931,59.751434,32.325352,8154616
1998-05-20,59.870937,60.139816,58.586281,59.034416,31.937460,6305497
1998-05-21,59.034416,59.363049,58.287525,59.094170,31.969780,6103828
1998-05-22,59.094170,59.094170,57.899139,58.287525,31.533388,4180862
1998-05-26,58.496655,58.795410,57.749760,57.839390,31.290951,7271164
1998-05-27,57.032745,58.078396,56.674236,57.480881,31.096991,10500166
1998-05-28,57.480881,58.138145,57.271751,57.391251,31.048510,6217842
1998-05-29,57.630257,57.809513,56.106598,56.166348,30.385832,5973497
1998-06-01,56.106598,56.554733,54.792065,56.016968,30.305014,7643540
1998-06-02,56.016968,56.255974,54.881691,55.240200,29.884806,8140600
1998-06-03,55.449329,55.748089,54.433556,54.433556,29.448404,6152363
1998-06-04,54.612812,55.538960,54.612812,55.479206,30.014105,6345664
1998-06-05,55.807838,56.883366,55.718212,56.823612,30.741428,8624688
1998-06-08,56.763863,57.361378,56.584606,56.793739,30.725254,3922500
1998-06-09,56.883366,57.152248,56.315727,57.002869,30.838385,3914341
1998-06-10,56.763863,57.182121,55.867592,56.046844,30.321196,6864061
1998-06-11,56.166348,56.435230,55.329826,55.449329,29.997931,5603631
1998-06-12,55.389580,55.837715,54.493309,55.568832,30.062580,8411304
1998-06-15,54.792065,55.180450,53.597034,53.656788,29.028168,8794140
1998-06-16,53.477531,53.477531,51.206978,52.581261,28.446314,18439097
1998-06-17,53.059273,53.626911,52.611137,53.059273,28.704926,11762479
1998-06-18,52.103249,52.163002,51.445984,52.013622,28.139229,8871544
1998-06-19,51.983749,52.222752,50.669216,50.728966,27.444235,10217328
1998-06-22,50.788719,52.342255,50.758842,51.684990,27.961443,8947275
1998-06-23,52.581261,53.686665,52.551388,53.417782,28.898888,8450006
1998-06-24,53.477531,53.597034,52.611137,53.537285,28.963530,6338760
1998-06-25,53.776291,54.821941,53.537285,53.746414,29.076656,6668878
1998-06-26,53.716537,54.224426,53.686665,54.015297,29.222126,3423349
1998-06-29,54.553059,54.881691,54.284180,54.553059,29.513052,4570183
1998-06-30,54.553059,55.598709,54.254303,54.881691,29.690847,9112752
1998-07-01,55.449329,55.897469,55.210323,55.807838,30.191887,6624109
1998-07-02,55.718212,55.748089,54.732315,55.060947,29.787817,6735822
1998-07-06,54.971317,55.001194,54.164677,54.343929,29.399918,6692726
1998-07-07,54.314053,54.732315,53.895794,54.433556,29.448404,4759091
1998-07-08,54.373806,55.240200,54.314053,54.971317,29.739332,4724154
1998-07-09,54.851814,56.644360,54.792065,55.957218,30.272688,6672434
1998-07-10,56.524857,57.002869,56.106598,56.644360,30.644449,6422649
1998-07-13,56.644360,57.361378,56.524857,57.062618,30.870707,4894862
1998-07-14,57.241875,57.660133,56.883366,57.182121,30.935379,4745911
1998-07-15,57.002869,57.361378,55.927341,55.927341,30.256516,5350918
1998-07-16,55.987095,56.853489,55.449329,56.584606,30.612122,4560769
1998-07-17,56.674236,57.540630,56.644360,57.451004,31.080835,6628293
1998-07-20,57.839390,58.795410,57.510754,58.317402,31.549549,9391406
1998-07-21,61.304970,62.619503,61.065968,61.245220,33.133499,25749591
1998-07-22,60.229446,61.394596,59.512428,60.916588,32.955708,12658483
1998-07-23,60.797085,61.663479,59.124043,59.213673,32.034428,8688285
1998-07-24,60.169693,60.199570,58.556404,59.392925,32.131378,6013663
1998-07-27,59.153919,60.109943,58.436901,59.990440,32.454662,7683288
1998-07-28,60.348949,60.677582,59.363049,59.960564,32.438519,8881168
1998-07-29,61.155594,61.394596,60.737331,61.125717,33.068851,8409422
1998-07-30,61.484226,63.934032,61.394596,63.754780,34.491161,11457256
1998-07-31,63.695030,66.025337,63.217018,63.336521,34.264877,13794648
1998-08-03,64.053535,64.471794,63.246895,63.456024,34.329536,8740167
1998-08-04,64.053535,64.173042,60.617828,60.617828,32.794071,13993179
1998-08-05,60.707458,61.782982,59.273422,61.543976,33.295124,13710131
1998-08-06,61.095840,62.589626,60.886711,62.021988,33.611149,8579920
1998-08-07,62.978012,64.173042,61.723232,61.723232,33.449230,12061008
1998-08-10,61.603729,62.201244,61.543976,62.081741,33.643532,6333948
1998-08-11,60.289196,61.424473,59.900814,61.424473,33.287357,10699952
1998-08-12,61.543976,61.932362,60.976337,61.185467,33.157814,7703372
1998-08-13,60.976337,61.364723,60.229446,60.319073,32.688309,6332066
1998-08-14,60.528202,60.886711,59.273422,59.930687,32.477833,6585407
1998-08-17,59.811184,60.229446,59.392925,59.811184,32.413082,6647330
1998-08-18,60.707458,61.902485,60.707458,61.603729,33.384499,7932655
1998-08-19,61.902485,62.619503,61.693356,62.111614,33.659733,7470741
1998-08-20,61.902485,62.171368,60.946465,61.215343,33.174007,6360308
1998-08-21,60.946465,61.185467,59.512428,61.125717,33.125454,8829077
1998-08-24,61.185467,61.514099,60.856834,61.454350,33.303543,6036257
1998-08-25,61.723232,62.559750,61.006214,61.394596,33.271156,5506562
1998-08-26,60.826962,62.978012,60.707458,62.559750,33.902588,9229276
1998-08-27,61.543976,61.543976,59.661808,59.870937,32.445454,15369715
1998-08-28,59.870937,60.139816,57.749760,58.586281,31.749250,12139039
1998-08-31,58.795410,58.974667,53.836040,53.836040,29.175001,15661340
1998-09-01,54.015297,56.853489,52.939770,56.375477,30.551191,17572172
1998-09-02,57.839390,59.153919,57.301624,57.600384,31.214998,11773358
1998-09-03,56.763863,58.646034,56.435230,58.197899,31.538805,10089925
1998-09-04,58.556404,58.735661,55.120697,57.062618,30.923548,8625107
1998-09-08,59.721558,60.199570,58.407028,60.199570,32.623535,9712110
1998-09-09,60.109943,60.916588,58.974667,59.034416,31.992126,10448912
1998-09-10,58.377151,58.556404,56.494980,58.556404,31.733072,11672942
1998-09-11,58.018642,60.498325,57.660133,60.498325,32.785439,10386989
1998-09-14,61.185467,62.111614,61.006214,61.723232,33.449230,9533453
1998-09-15,61.663479,62.470123,61.424473,62.141491,33.675903,6792306
1998-09-16,62.141491,62.589626,61.275097,62.380497,33.805431,6944185
1998-09-17,60.946465,61.304970,60.319073,60.587955,32.834011,9247058
1998-09-18,60.587955,60.826962,59.392925,59.602055,32.299744,9636170
1998-09-21,57.421127,61.484226,57.361378,61.275097,33.206402,9114007
1998-09-22,61.842735,62.440250,61.036091,61.065968,33.093067,8986395
1998-09-23,61.543976,63.575527,61.424473,63.127392,34.210217,9059197
1998-09-24,62.888386,64.501671,62.260994,62.410374,33.821636,8786818
1998-09-25,62.141491,63.904160,62.051865,63.814533,34.582573,7642285
1998-09-28,64.292542,65.099190,63.187141,63.874283,34.614956,7992277
